,id,price,property_type,room_type,listing_duration,hosting_duration,calculated_host_listings_count,guests_included,extra_people,availability_365,availability_60,total_amenities,Pool,Family/kid friendly,Dryer,TV,Breakfast,Smoke detector,Free parking on premises,Paid parking on premises,Essentials,Pets allowed,Shampoo,Gym,Suitable for events,Free street parking,Laptop friendly workspace,minimum_nights,maximum_nights,neighbourhood_group_cleansed,number_of_reviews_ltm,reviews_per_month,review_scores_location,review_scores_cleanliness,review_scores_accuracy,review_scores_value,latitude,longitude
674,8355415,139,Apartment,Private room,0.0,1775.0,1,1,0,365,60,14,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,2,31,Central Region,1,1.0,2.0,2.0,2.0,2.0,1.31006,103.88695
675,8355592,30,Hostel,Shared room,1027.0,1161.0,14,1,0,350,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1125,Central Region,2,0.24,9.0,8.0,9.0,8.0,1.30397,103.84928
676,8355844,70,House,Private room,1216.0,1358.0,1,1,0,292,5,11,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1125,Central Region,16,1.16,10.0,9.0,10.0,10.0,1.31042,103.79518
677,8364495,171,Condominium,Entire home/apt,1354.0,2674.0,13,4,12,186,4,39,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,2,1125,Central Region,50,3.65,9.0,9.0,9.0,9.0,1.31274,103.88659
678,8372023,135,Apartment,Entire home/apt,1125.0,1600.0,6,2,25,142,25,18,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,3,180,Central Region,24,1.74,9.0,9.0,9.0,9.0,1.30543,103.8403
679,8372113,135,House,Entire home/apt,1263.0,1597.0,6,2,25,118,18,24,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,3,180,Central Region,31,1.48,10.0,9.0,9.0,9.0,1.30488,103.84002
680,8380826,22,Apartment,Private room,0.0,44.0,1,1,0,365,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1125,West Region,0,0.02,8.0,10.0,10.0,10.0,1.34726,103.70083
681,8391846,56,Apartment,Private room,54.0,639.0,1,1,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,Central Region,0,0.04,10.0,10.0,10.0,10.0,1.31714,103.85011
682,8393043,110,Apartment,Entire home/apt,1323.0,1646.0,85,1,0,59,28,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1124,Central Region,3,0.7,10.0,10.0,9.0,9.0,1.29488,103.8392
683,8399111,160,Apartment,Entire home/apt,800.0,819.0,1,1,0,148,3,19,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,90,10000,West Region,0,1.21,9.0,9.0,9.0,9.0,1.35278,103.75727
684,8432015,301,Serviced apartment,Entire home/apt,1332.0,2198.0,18,1,0,306,1,49,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,7,999,Central Region,17,0.69,10.0,10.0,10.0,10.0,1.31667,103.82595
685,8432287,41,Apartment,Private room,807.0,1340.0,1,1,10,0,0,23,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,5,1125,North-East Region,0,0.31,8.0,9.0,9.0,9.0,1.37279,103.87369
686,8445747,45,Apartment,Private room,0.0,1391.0,103,1,10,328,23,32,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,18,365,Central Region,0,0.02,10.0,10.0,10.0,10.0,1.30857,103.86234
687,8449010,125,Apartment,Entire home/apt,1270.0,3252.0,2,2,0,318,22,45,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,60,1125,East Region,3,0.28,10.0,9.0,10.0,9.0,1.34006,103.92719
688,8460997,50,Apartment,Private room,59.0,251.0,1,1,0,0,0,11,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,5,1125,Central Region,0,0.07,8.0,7.0,10.0,8.0,1.31439,103.85852
689,8477283,250,Apartment,Entire home/apt,19.0,257.0,6,2,25,0,0,13,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,1125,Central Region,0,0.04,9.0,10.0,10.0,9.0,1.29213,103.81734
690,8492097,130,Condominium,Entire home/apt,1165.0,1384.0,132,2,25,331,26,33,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,10,1125,Central Region,1,0.22,10.0,9.0,8.0,9.0,1.32869,103.8474
691,8493657,130,House,Private room,1244.0,2021.0,1,1,0,64,26,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1125,Central Region,1,0.6,10.0,10.0,10.0,10.0,1.27629,103.83692
692,8508225,250,Condominium,Entire home/apt,1190.0,2213.0,1,2,75,297,0,28,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,30,1125,Central Region,5,0.72,10.0,9.0,10.0,10.0,1.28051,103.85327
693,8508289,119,Townhouse,Entire home/apt,965.0,1790.0,12,1,0,350,45,28,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1125,Central Region,0,0.72,10.0,9.0,9.0,9.0,1.28289,103.84728
694,8513587,47,House,Private room,1263.0,2282.0,15,1,0,328,23,34,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,240,Central Region,10,0.68,8.0,9.0,9.0,9.0,1.31696,103.78709
695,8523956,192,Condominium,Entire home/apt,676.0,2061.0,13,2,15,186,4,29,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,3,1125,Central Region,0,0.44,9.0,9.0,9.0,9.0,1.31339,103.88751
696,8525002,203,Apartment,Entire home/apt,225.0,2167.0,30,2,0,297,0,20,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1125,Central Region,0,0.14,8.0,9.0,9.0,8.0,1.2959,103.82972
697,8525879,156,Apartment,Entire home/apt,1295.0,1520.0,6,3,28,131,18,33,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,2,222,Central Region,25,2.42,9.0,9.0,10.0,9.0,1.31273,103.87559
698,8533711,131,Tourism,Entire home/apt,1340.0,1930.0,9,2,8,23,4,26,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1125,Central Region,69,3.32,9.0,9.0,9.0,9.0,1.29437,103.82944
699,8541582,238,Condominium,Entire home/apt,1238.0,1476.0,132,5,15,365,60,34,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,20,1125,Central Region,1,0.38,9.0,9.0,10.0,9.0,1.3285,103.84524
700,8560712,200,Apartment,Entire home/apt,1347.0,1502.0,70,6,20,347,42,29,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,3,1125,Central Region,7,1.83,9.0,9.0,8.0,9.0,1.32421,103.85337
701,8560786,209,Serviced apartment,Entire home/apt,836.0,1755.0,193,3,20,364,59,31,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,3,1125,Central Region,0,0.15,10.0,8.0,6.0,7.0,1.32475,103.8522
702,8583021,30,Apartment,Private room,49.0,251.0,3,1,14,365,60,10,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,180,365,East Region,0,0.04,9.0,9.0,10.0,10.0,1.37957,103.96301
703,8598680,120,Apartment,Entire home/apt,482.0,658.0,1,2,25,0,0,19,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,2,1125,Central Region,0,0.09,10.0,10.0,10.0,10.0,1.31491,103.80578
704,8609210,88,Apartment,Private room,903.0,1649.0,7,1,0,0,0,30,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,90,1125,Central Region,0,0.94,10.0,10.0,10.0,9.0,1.28475,103.83289
705,8609449,108,Apartment,Private room,1174.0,1918.0,7,1,0,365,60,22,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,90,1125,Central Region,1,0.65,10.0,9.0,9.0,9.0,1.2829,103.83466
706,8616705,230,Serviced apartment,Entire home/apt,388.0,1220.0,111,4,25,195,4,34,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,7,1124,Central Region,3,0.26,9.0,10.0,10.0,10.0,1.32235,103.85286
707,8617116,218,Apartment,Entire home/apt,781.0,1631.0,193,4,20,356,51,23,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,8,1125,Central Region,0,0.14,9.0,8.0,8.0,9.0,1.32427,103.85103
708,8625349,28,Hostel,Shared room,758.0,1049.0,10,1,33,361,56,32,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1125,Central Region,2,0.14,10.0,8.0,10.0,9.0,1.28476,103.84589
709,8626676,32,Hostel,Shared room,1092.0,1208.0,10,1,37,362,57,28,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1125,Central Region,5,0.36,10.0,9.0,9.0,9.0,1.28365,103.84637
710,8634722,248,Apartment,Entire home/apt,1340.0,1361.0,1,2,20,243,8,36,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,2,1125,Central Region,76,5.53,10.0,8.0,10.0,9.0,1.30164,103.85153
711,8654132,28,Hostel,Shared room,1247.0,1304.0,10,1,33,355,50,31,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1125,Central Region,5,0.71,10.0,8.0,9.0,9.0,1.28285,103.8445
712,8654673,32,Hostel,Shared room,1274.0,1311.0,10,1,37,357,54,28,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1125,Central Region,4,0.34,10.0,9.0,10.0,10.0,1.2842,103.84444
713,8664337,146,Condominium,Entire home/apt,1336.0,1370.0,3,2,20,172,19,27,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,3,60,North-East Region,27,1.61,9.0,10.0,9.0,9.0,1.35293,103.87448
714,8681954,32,Apartment,Private room,0.0,486.0,3,1,14,364,59,11,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,180,365,East Region,0,0.03,2.0,4.0,8.0,4.0,1.38118,103.96262
715,8705956,209,Apartment,Entire home/apt,1233.0,1315.0,9,1,30,355,50,36,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,4,1125,Central Region,2,0.19,10.0,9.0,8.0,8.0,1.28027,103.85072
716,8706704,227,Condominium,Entire home/apt,1009.0,1031.0,9,1,30,355,50,48,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,4,1125,Central Region,1,0.22,10.0,9.0,8.0,7.0,1.28028,103.85331
717,8712270,97,Condominium,Private room,762.0,1185.0,2,1,20,306,1,47,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,180,1125,West Region,4,0.57,8.0,9.0,9.0,9.0,1.33124,103.76643
718,8726476,69,Tourism,Private room,1012.0,1734.0,13,1,10,365,60,22,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,90,1125,Central Region,1,0.42,9.0,8.0,9.0,8.0,1.31546,103.85508
719,8765476,62,House,Private room,1324.0,1610.0,1,2,15,0,0,33,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,92,1125,North-East Region,54,4.14,9.0,9.0,10.0,9.0,1.36264,103.87058
720,8775217,165,Apartment,Entire home/apt,376.0,644.0,3,4,24,0,0,22,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,2,120,West Region,0,0.55,9.0,9.0,9.0,9.0,1.38153,103.75944
721,8779986,108,Condominium,Entire home/apt,1313.0,1427.0,2,3,18,51,18,54,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1125,Central Region,34,3.55,10.0,10.0,10.0,9.0,1.31584,103.88199
722,8781472,50,Condominium,Private room,250.0,1336.0,11,1,10,269,0,20,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,1125,Central Region,0,0.15,10.0,8.0,8.0,8.0,1.31717,103.89058
723,8815351,106,Condominium,Entire home/apt,1184.0,1469.0,1,5,15,56,18,55,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1125,Central Region,4,0.32,10.0,10.0,9.0,9.0,1.31392,103.88384
724,8817446,152,Apartment,Entire home/apt,933.0,2018.0,2,1,50,365,60,27,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,3,1125,Central Region,6,0.35,9.0,10.0,10.0,9.0,1.29417,103.82827
725,8829303,118,Condominium,Entire home/apt,1110.0,1327.0,2,4,18,57,19,53,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1125,Central Region,2,0.37,10.0,9.0,9.0,9.0,1.31567,103.88186
726,8851732,200,Apartment,Private room,0.0,3.0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1125,Central Region,0,0.02,10.0,10.0,10.0,10.0,1.3134,103.85402
727,8853121,199,Condominium,Entire home/apt,4.0,93.0,1,1,0,0,0,18,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,3,1125,Central Region,0,0.05,9.0,7.0,8.0,8.0,1.31331,103.79929
728,8872326,171,Apartment,Private room,1049.0,1865.0,5,1,30,0,0,20,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,90,1125,Central Region,5,0.44,10.0,10.0,10.0,9.0,1.27439,103.84714
729,8878770,56,Condominium,Private room,1072.0,1117.0,3,2,0,112,6,27,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,5,180,West Region,2,0.41,9.0,10.0,9.0,10.0,1.38884,103.7705
730,8888094,325,Apartment,Entire home/apt,5.0,225.0,1,2,40,0,0,23,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,3,30,Central Region,0,0.05,10.0,10.0,10.0,10.0,1.29525,103.83722
731,8890247,100,Townhouse,Private room,1236.0,1290.0,11,1,0,343,38,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1125,Central Region,9,0.74,10.0,9.0,9.0,9.0,1.30985,103.87271
732,8897560,22,Hostel,Shared room,974.0,989.0,21,1,28,365,60,25,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1125,Central Region,1,0.85,9.0,9.0,9.0,9.0,1.31251,103.86023
733,8899095,41,Apartment,Private room,187.0,678.0,1,1,0,0,0,18,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3,1125,Central Region,0,0.13,9.0,9.0,10.0,10.0,1.31028,103.88633
734,8909347,200,Apartment,Private room,1135.0,1914.0,5,1,30,346,46,28,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,90,1125,Central Region,12,1.25,10.0,9.0,9.0,9.0,1.27396,103.84523
735,8909510,161,Apartment,Private room,971.0,1793.0,5,1,30,365,60,29,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,90,1125,Central Region,2,0.2,9.0,9.0,9.0,9.0,1.27331,103.84422
736,8914905,315,Other,Shared room,0.0,2009.0,5,7,25,322,25,35,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,14,Central Region,1,0.3,10.0,10.0,10.0,10.0,1.28307,103.84395
737,8949945,131,Apartment,Entire home/apt,366.0,1153.0,1,2,46,0,0,15,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,6,1125,Central Region,0,0.07,10.0,9.0,10.0,9.0,1.31702,103.83964
738,9000149,310,Condominium,Entire home/apt,161.0,462.0,6,4,25,30,0,33,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,90,180,Central Region,0,0.11,10.0,8.0,9.0,8.0,1.28041,103.85241
739,9016784,118,Apartment,Entire home/apt,585.0,676.0,9,1,30,365,60,20,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,5,1125,Central Region,0,0.19,9.0,7.0,8.0,9.0,1.32148,103.84106
740,9017107,120,Apartment,Entire home/apt,664.0,1655.0,85,1,0,77,46,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1125,Central Region,1,0.09,9.0,10.0,10.0,9.0,1.28337,103.84369
741,9023549,100,Apartment,Private room,1264.0,1426.0,7,2,30,157,36,21,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1125,Central Region,22,1.3,9.0,9.0,9.0,8.0,1.30332,103.90058
742,9030732,130,Apartment,Private room,255.0,364.0,1,1,0,0,0,25,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,2,14,Central Region,0,0.27,10.0,10.0,10.0,10.0,1.29773,103.84347
743,9032240,60,Apartment,Private room,0.0,806.0,73,1,10,328,23,36,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,18,365,Central Region,0,0.02,6.0,6.0,6.0,8.0,1.28304,103.84294
744,9033647,43,Apartment,Private room,1221.0,1238.0,2,2,10,205,8,27,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1125,West Region,15,0.79,9.0,10.0,10.0,10.0,1.35349,103.70204
745,9033891,110,Apartment,Entire home/apt,0.0,706.0,2,4,20,0,0,23,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2,1125,West Region,0,0.05,10.0,10.0,10.0,10.0,1.35249,103.70206
746,9042165,108,Condominium,Private room,1225.0,1428.0,7,2,30,178,57,30,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1125,Central Region,14,0.71,9.0,9.0,9.0,8.0,1.30208,103.90206
747,9042423,150,Condominium,Private room,0.0,1289.0,1,1,0,0,0,35,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1125,Central Region,1,0.56,10.0,8.0,8.0,10.0,1.31972,103.84736
748,9054629,50,Hostel,Shared room,1248.0,1299.0,5,1,50,356,51,17,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1125,Central Region,5,0.44,9.0,8.0,9.0,9.0,1.28598,103.84982
749,9054941,100,Hostel,Shared room,29.0,1211.0,5,2,50,364,59,17,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1125,Central Region,2,0.34,10.0,8.0,10.0,10.0,1.28684,103.84912
750,9055103,77,Hostel,Shared room,1307.0,1324.0,5,2,0,360,55,19,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1125,Central Region,2,0.58,10.0,9.0,9.0,9.0,1.28632,103.8505
751,9079545,80,Apartment,Private room,1234.0,1432.0,7,2,30,181,60,17,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1125,Central Region,33,2.42,9.0,9.0,9.0,8.0,1.30195,103.90241
752,9084907,45,Condominium,Private room,982.0,1268.0,1,1,0,311,6,40,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,30,180,Central Region,3,0.23,10.0,10.0,10.0,10.0,1.32492,103.81175
753,9097877,286,Condominium,Entire home/apt,1288.0,1717.0,9,3,25,58,19,63,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,3,190,Central Region,29,2.51,10.0,9.0,10.0,9.0,1.28362,103.84604
754,9099599,50,Apartment,Private room,149.0,172.0,1,2,0,358,53,23,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,120,180,North Region,0,0.29,9.0,10.0,10.0,10.0,1.41781,103.84287
755,9104449,79,House,Private room,493.0,1427.0,7,2,30,365,60,23,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1125,North Region,14,1.0,9.0,9.0,10.0,9.0,1.4382,103.82685
756,9116730,195,Tourism,Private room,1084.0,1904.0,19,5,35,341,37,16,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,28,Central Region,13,0.94,9.0,10.0,9.0,9.0,1.31074,103.85964
757,9118960,95,Apartment,Entire home/apt,1109.0,1668.0,85,1,0,76,45,19,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,1125,Central Region,22,1.62,9.0,10.0,10.0,10.0,1.31479,103.88787
758,9142805,30,Apartment,Shared room,1148.0,1196.0,14,1,30,260,21,35,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,2,180,Central Region,7,1.14,10.0,9.0,9.0,9.0,1.29913,103.85316
759,9143024,43,Hostel,Shared room,966.0,1022.0,21,2,28,365,60,25,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1125,Central Region,2,0.79,9.0,7.0,9.0,8.0,1.3149,103.85021
760,9157484,41,Apartment,Private room,4.0,172.0,1,1,0,0,0,11,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1125,Central Region,0,0.05,10.0,9.0,9.0,9.0,1.33194,103.79488
761,9158687,80,Apartment,Private room,0.0,893.0,1,1,0,0,0,12,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,90,1125,Central Region,0,0.02,6.0,8.0,6.0,8.0,1.3153,103.90333
762,9202827,284,Apartment,Entire home/apt,0.0,1347.0,1,2,0,0,0,21,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,3,1125,Central Region,0,0.03,10.0,10.0,10.0,10.0,1.28337,103.78359
763,9208485,24,Hostel,Shared room,928.0,1605.0,12,1,20,361,56,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1125,Central Region,0,0.25,8.0,9.0,8.0,8.0,1.31451,103.85857
764,9219733,60,Condominium,Private room,39.0,780.0,1,1,0,0,0,17,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1125,North-East Region,0,0.05,8.0,6.0,8.0,8.0,1.3678,103.9022
765,9243492,188,Condominium,Entire home/apt,976.0,1357.0,132,4,15,322,22,36,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,3,1125,Central Region,1,0.1,10.0,10.0,9.0,9.0,1.33504,103.86762
766,9249817,120,House,Private room,951.0,1545.0,1,1,20,175,0,17,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,3,365,Central Region,1,0.48,10.0,9.0,10.0,10.0,1.30217,103.84695
767,9268058,125,Hostel,Private room,1216.0,1335.0,11,1,0,359,54,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1125,Central Region,6,0.56,9.0,9.0,9.0,9.0,1.31117,103.87361
768,9268500,150,Townhouse,Private room,588.0,887.0,11,1,0,365,60,13,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1125,Central Region,0,0.11,10.0,9.0,10.0,9.0,1.3114,103.87215
769,9268680,175,Townhouse,Private room,693.0,810.0,11,1,0,357,52,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1125,Central Region,0,0.32,9.0,9.0,9.0,9.0,1.31169,103.87275
770,9269260,200,Townhouse,Private room,1120.0,1286.0,11,1,0,365,60,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1125,Central Region,2,0.13,10.0,8.0,10.0,10.0,1.31153,103.8723
771,9269637,256,Townhouse,Private room,0.0,230.0,11,1,0,365,60,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1125,Central Region,0,0.03,10.0,6.0,8.0,8.0,1.31017,103.87394
772,9269848,223,Townhouse,Private room,0.0,652.0,11,1,0,361,56,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1125,Central Region,0,0.04,10.0,10.0,10.0,10.0,1.30988,103.87346
773,9281075,50,Apartment,Private room,1135.0,1174.0,1,2,0,119,0,17,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,180,1125,West Region,1,0.65,9.0,10.0,10.0,10.0,1.34895,103.72199
774,9283072,53,Apartment,Private room,0.0,954.0,5,1,54,365,60,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100,North Region,0,0.06,2.0,2.0,2.0,2.0,1.44167,103.82415
775,9288135,19,Hostel,Shared room,1292.0,1295.0,1,1,19,333,37,18,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,10,Central Region,33,2.96,9.0,8.0,9.0,9.0,1.3113,103.85768
776,9303261,116,Apartment,Entire home/apt,954.0,3096.0,30,1,0,322,35,28,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1125,Central Region,4,0.14,8.0,7.0,8.0,7.0,1.2844,103.83487
777,9304468,72,Condominium,Private room,1098.0,1152.0,10,2,40,170,49,32,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,2,1095,Central Region,5,0.45,10.0,9.0,9.0,9.0,1.32833,103.85329
778,9320962,65,Condominium,Private room,1241.0,1618.0,1,1,20,345,40,23,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1125,East Region,15,1.8,9.0,10.0,10.0,9.0,1.31106,103.93683
779,9321841,26,Hostel,Shared room,1196.0,1881.0,12,1,26,361,56,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1125,Central Region,4,0.57,9.0,8.0,8.0,8.0,1.31401,103.8588
780,9336337,200,Apartment,Entire home/apt,0.0,56.0,1,1,0,0,0,25,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1125,Central Region,0,0.02,10.0,8.0,10.0,10.0,1.29702,103.83046
781,9337650,135,Apartment,Entire home/apt,411.0,448.0,1,1,0,0,0,22,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,2,1125,Central Region,0,0.28,9.0,9.0,9.0,9.0,1.31722,103.85069
782,9338441,100,Apartment,Private room,0.0,1162.0,1,1,0,0,0,14,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1125,Central Region,0,0.02,10.0,10.0,10.0,10.0,1.27399,103.84339
783,9353629,104,Apartment,Entire home/apt,36.0,434.0,1,1,0,0,0,17,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,7,14,Central Region,0,0.05,10.0,10.0,10.0,8.0,1.2901,103.83917
784,9358969,24,Hostel,Shared room,1101.0,1895.0,12,1,20,361,56,16,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1125,Central Region,6,0.22,8.0,6.0,8.0,7.0,1.31471,103.85904
785,9359194,180,Hostel,Private room,954.0,1866.0,12,8,20,353,48,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1125,Central Region,1,0.11,7.0,6.0,7.0,7.0,1.31408,103.85868
786,9374865,100,Apartment,Entire home/apt,481.0,780.0,5,1,0,175,0,38,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,150,1125,Central Region,0,0.06,9.0,10.0,10.0,9.0,1.31889,103.82685
787,9377436,100,Condominium,Private room,120.0,199.0,1,1,0,0,0,20,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,3,5,Central Region,0,0.12,10.0,10.0,9.0,9.0,1.29931,103.85063
788,9381303,100,House,Private room,0.0,493.0,24,2,20,258,0,24,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,28,1125,East Region,0,0.03,10.0,6.0,6.0,2.0,1.31934,103.91466
789,9381814,150,Apartment,Entire home/apt,160.0,222.0,1,1,0,0,0,18,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,2,30,East Region,0,0.12,7.0,6.0,9.0,8.0,1.32654,103.91291
790,9391037,120,Hostel,Private room,1267.0,1987.0,12,1,0,353,48,15,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1125,Central Region,17,0.96,9.0,8.0,9.0,9.0,1.3143,103.85881
791,9402064,80,Condominium,Private room,559.0,579.0,1,1,0,364,59,25,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,180,1125,East Region,0,0.71,9.0,10.0,10.0,10.0,1.37544,103.95919
792,9403596,50,Hostel,Shared room,433.0,1123.0,12,2,45,361,56,15,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1125,Central Region,0,0.18,9.0,9.0,9.0,9.0,1.31449,103.85896
793,9416695,56,Condominium,Private room,1267.0,1318.0,2,1,20,323,28,36,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,2,1125,West Region,52,3.66,10.0,10.0,10.0,10.0,1.34142,103.73525
794,9422496,215,Apartment,Entire home/apt,981.0,1532.0,3,4,20,0,0,27,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,3,60,Central Region,6,0.37,9.0,9.0,9.0,9.0,1.32075,103.82223
795,9436273,70,Apartment,Private room,27.0,123.0,1,1,0,0,0,17,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,2,30,Central Region,0,0.09,10.0,10.0,10.0,10.0,1.29108,103.83077
796,9459389,95,Tourism,Private room,547.0,581.0,2,2,20,85,54,25,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1125,North Region,0,0.46,9.0,9.0,10.0,9.0,1.44928,103.78434
